1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	64
3	J	64
2	E	68
1	J	68
1	R	68
4	N	68
4	J	69
1	W	69
3	R	69
3	W	75
4	R	75
5	N	107
5	J	107
4	W	108
5	R	108
4	J	110
5	E	110
4	R	110
4	W	115
0	R	115
4	J	897
4	R	897
4	W	897
0	R	897
4	J	926
4	R	926
4	W	926
0	R	926
4	J	947
4	R	947
4	W	947
0	R	947
4	J	982
4	R	982
4	W	982
0	R	982
4	J	986
4	R	986
6	N	988
6	J	989
4	W	989
6	R	989
6	E	995
4	J	995
4	R	995
7	N	996
7	J	996
4	W	996
7	R	996
4	J	999
7	E	999
4	R	999
4	W	1000
0	R	1000
4	J	1016
4	R	1016
4	W	1016
0	R	1016
4	J	2126
4	R	2126
4	W	2126
0	R	2126
4	J	2156
4	R	2156
4	W	2156
0	R	2156
4	J	2186
4	R	2186
4	W	2186
0	R	2186
4	J	2236
4	R	2236
4	W	2237
0	R	2237
4	J	2252
4	R	2252
4	W	2252
0	R	2252
4	J	2336
4	R	2336
4	W	2336
0	R	2336
4	J	2366
4	R	2366
4	W	2366
0	R	2366
4	J	2666
4	R	2666
4	W	2666
0	R	2666
4	J	2678
4	R	2678
4	W	2678
0	R	2678
4	J	2906
4	R	2906
4	W	2906
0	R	2906
4	J	2936
4	R	2936
4	W	2936
0	R	2936
4	J	2966
4	R	2966
4	W	2966
0	R	2966
4	J	3026
4	R	3026
4	W	3026
0	R	3026
3	J	3073
3	R	3073
3	W	3073
0	R	3073
4	J	3086
4	R	3086
4	W	3086
0	R	3086
4	J	3097
4	R	3097
4	W	3097
0	R	3097
4	J	3146
4	R	3146
4	W	3146
0	R	3146
4	J	3176
4	R	3176
4	W	3176
0	R	3176
4	J	3206
4	R	3206
4	W	3206
0	R	3206
4	J	3296
4	R	3296
4	W	3297
0	R	3297
4	J	3356
4	R	3356
4	W	3356
0	R	3356
4	J	3500
4	R	3500
4	W	3500
0	R	3500
4	J	3536
4	R	3536
4	W	3536
0	R	3536
4	J	3693
4	R	3693
4	W	3693
0	R	3693
4	J	3721
4	R	3721
4	W	3721
0	R	3721
4	J	3764
4	R	3764
4	W	3764
0	R	3764
4	J	3806
4	R	3806
4	W	3806
0	R	3806
4	J	3836
4	R	3836
4	W	3836
0	R	3836
4	J	3866
4	R	3866
4	W	3867
0	R	3867
4	J	3926
4	R	3926
4	W	3926
0	R	3926
4	J	4048
4	R	4048
4	W	4048
0	R	4049
4	J	4076
4	R	4076
4	W	4076
0	R	4076
4	J	4196
4	R	4196
4	W	4197
0	R	4197
4	J	4226
4	R	4226
4	W	4226
0	R	4226
4	J	4624
4	R	4624
8	N	4626
8	J	4627
4	W	4627
8	R	4627
9	N	4631
9	J	4632
8	W	4632
9	R	4632
9	E	4688
8	J	4688
8	R	4688
10	N	4689
10	J	4689
8	W	4690
10	R	4690
10	E	4788
8	J	4788
8	R	4788
11	N	4789
11	J	4789
8	W	4790
11	R	4790
11	E	4815
8	J	4815
8	R	4815
12	N	4817
12	J	4817
8	W	4818
12	R	4818
12	E	4897
8	J	4897
8	R	4897
8	E	4899
4	J	4899
4	R	4899
13	N	4900
13	J	4900
4	W	4901
13	R	4901
4	J	4903
13	E	4903
4	R	4903
4	W	4904
0	R	4904
4	J	5306
4	R	5306
4	W	5306
0	R	5306
4	J	5336
4	R	5336
4	W	5336
0	R	5336
4	J	5346
4	R	5346
4	W	5346
0	R	5346
4	J	5386
4	R	5386
4	W	5386
0	R	5386
4	J	5426
4	R	5426
14	N	5427
14	J	5427
4	W	5428
14	R	5428
14	E	5433
4	J	5433
4	R	5433
15	N	5433
15	J	5434
4	W	5434
15	R	5434
4	J	5436
15	E	5437
4	R	5437
4	W	5438
