1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	64
3	J	64
2	J	64
3	R	64
3	W	68
2	R	68
2	E	74
1	J	74
1	R	74
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	107
4	W	107
5	R	107
4	J	109
5	E	110
4	R	110
4	W	115
0	R	115
4	J	1106
4	R	1106
4	W	1106
0	R	1106
4	J	1107
4	R	1107
4	W	1107
0	R	1107
4	J	1137
4	R	1137
4	W	1137
0	R	1137
4	J	1196
4	R	1196
6	N	1198
6	J	1199
4	W	1199
6	R	1199
6	E	1205
4	J	1205
4	R	1205
7	N	1206
7	J	1206
4	W	1206
7	R	1206
4	J	1209
7	E	1209
4	R	1209
4	W	1210
0	R	1210
4	J	1826
4	R	1826
4	W	1826
0	R	1826
4	J	1856
4	R	1856
4	W	1856
0	R	1856
4	J	1946
4	R	1946
4	W	1946
0	R	1946
4	J	1954
4	R	1954
4	W	1954
0	R	1954
4	J	2006
4	R	2006
4	W	2006
0	R	2006
4	J	2036
4	R	2036
4	W	2036
0	R	2036
4	J	2186
4	R	2186
4	W	2186
0	R	2186
4	J	2216
4	R	2216
4	W	2216
0	R	2216
4	J	2396
4	R	2396
4	W	2396
0	R	2396
4	J	2426
4	R	2426
4	W	2426
0	R	2426
4	J	2511
4	R	2511
4	W	2511
0	R	2511
4	J	2516
4	R	2516
4	W	2516
0	R	2516
4	J	2576
4	R	2576
4	W	2576
0	R	2576
4	J	2606
4	R	2606
4	W	2606
0	R	2606
4	J	2731
4	R	2731
4	W	2731
0	R	2731
4	J	2756
4	R	2756
4	W	2756
0	R	2756
4	J	2816
4	R	2816
4	W	2816
0	R	2816
4	J	2846
4	R	2846
4	W	2846
0	R	2846
4	J	2876
4	R	2876
4	W	2876
0	R	2876
4	J	2936
4	R	2936
4	W	2937
0	R	2937
4	J	2982
4	R	2982
4	W	2982
0	R	2982
3	J	3067
3	R	3067
3	W	3067
0	R	3067
4	J	3236
4	R	3236
4	W	3236
0	R	3236
4	J	3266
4	R	3266
4	W	3266
0	R	3266
4	J	3806
4	R	3806
4	W	3806
0	R	3806
4	J	3836
4	R	3836
4	W	3836
0	R	3836
4	J	3866
4	R	3866
4	W	3866
0	R	3866
4	J	3893
4	R	3893
4	W	3893
0	R	3893
4	J	3905
4	R	3905
4	W	3905
0	R	3905
4	J	3926
4	R	3926
4	W	3926
0	R	3926
4	J	3956
4	R	3956
4	W	3956
0	R	3956
4	J	4002
4	R	4002
4	W	4002
0	R	4002
4	J	4106
4	R	4106
4	W	4106
0	R	4106
4	J	4136
4	R	4136
4	W	4136
0	R	4136
4	J	4470
4	R	4470
4	W	4470
0	R	4471
4	J	4496
4	R	4496
4	W	4496
0	R	4496
4	J	4671
4	R	4671
4	W	4672
0	R	4672
4	J	4683
4	R	4683
4	W	4683
0	R	4683
4	J	5397
4	R	5397
8	N	5399
8	J	5400
4	W	5400
8	R	5400
9	N	5405
9	J	5405
8	W	5405
9	R	5405
9	E	5461
8	J	5461
8	R	5461
10	N	5462
10	J	5462
8	W	5463
10	R	5463
10	E	5561
8	J	5561
8	R	5561
11	N	5562
11	J	5563
8	W	5563
11	R	5563
11	E	5588
8	J	5588
8	R	5588
12	N	5590
12	J	5591
8	W	5591
12	R	5591
12	E	5670
8	J	5670
8	R	5670
8	E	5672
4	J	5672
4	R	5672
13	N	5673
13	J	5673
4	W	5674
13	R	5674
4	J	5676
13	E	5676
4	R	5676
4	W	5677
0	R	5677
4	J	6206
4	R	6206
4	W	6206
0	R	6206
4	J	6236
4	R	6236
4	W	6236
0	R	6236
4	J	6266
4	R	6266
4	W	6266
0	R	6266
4	J	6296
4	R	6296
4	W	6296
0	R	6296
4	J	6386
4	R	6386
14	N	6387
